CustomerID,Recency,Frequency,Monetary,Weekend_Ratio,Night_Shopper,Basket_Diversity,Return_Rate,ClusterID
13772,34.0,8.0,3114.22,0.25,0.0,394.0,0.1111111111111111,3
13773,397.0,2.0,301.54,0.0,0.0,19.0,0.0,1
13774,82.0,1.0,345.0,0.0,0.0,22.0,0.0,1
13775,591.0,1.0,1049.66,0.0,0.0,63.0,0.0,1
13776,428.0,2.0,623.98,0.0,0.0,1.0,0.75,5
13777,1.0,61.0,56478.420000000006,0.0983606557377049,0.0,44.0,0.1643835616438356,3
13778,103.0,4.0,1124.49,0.5,0.0,33.0,0.2,4
13779,516.0,1.0,161.13,0.0,0.0,27.0,0.0,1
13780,7.0,3.0,735.82,0.0,0.0,90.0,0.0,1
13781,251.0,3.0,778.83,0.3333333333333333,0.0,56.0,0.25,5
13782,13.0,13.0,1793.72,0.9230769230769232,0.0,187.0,0.0714285714285714,4
13783,488.0,4.0,1542.09,0.0,0.0,4.0,0.0,1
13784,10.0,14.0,2910.23,0.0714285714285714,0.0,13.0,0.0666666666666666,1
13785,429.0,4.0,542.49,0.25,0.0,26.0,0.0,1
13786,367.0,6.0,3358.9399999999996,0.3333333333333333,0.0,80.0,0.25,5
13787,76.0,6.0,1222.5,0.1666666666666666,0.0,71.0,0.3333333333333333,5
13788,505.0,1.0,3.75,0.0,0.0,1.0,0.0,1
13789,388.0,1.0,239.46,0.0,0.0,18.0,0.0,1
13790,4.0,1.0,348.8,0.0,0.0,45.0,0.0,1
13791,128.0,2.0,1516.0,0.0,0.0,7.0,0.3333333333333333,5
13792,66.0,3.0,383.9500000000001,0.0,0.0,23.0,0.0,1
13793,647.0,1.0,96.0,0.0,0.0,7.0,0.0,1
13794,547.0,1.0,126.03,0.0,0.0,9.0,0.0,1
13795,388.0,4.0,836.3,0.25,0.0,23.0,0.0,1
13796,499.0,1.0,289.7,0.0,0.0,22.0,0.0,1
13797,437.0,3.0,1179.45,0.0,0.0,71.0,0.25,5
13798,1.0,110.0,75836.87,0.1181818181818181,0.0,168.0,0.12,3
13799,117.0,9.0,2803.57,0.1111111111111111,0.0,64.0,0.3076923076923077,5
13800,310.0,3.0,1679.56,0.0,0.0,73.0,0.0,1
13801,67.0,1.0,324.8,0.0,0.0,23.0,0.0,1
13802,139.0,19.0,26259.11,0.2105263157894736,0.0,212.0,0.2083333333333333,3
13803,255.0,3.0,1338.91,0.0,0.0,73.0,0.25,5
13804,31.0,9.0,3208.52,0.1111111111111111,0.0,149.0,0.0,1
13805,52.0,2.0,924.6,0.0,0.0,10.0,0.0,1
13806,64.0,1.0,256.38,0.0,0.0,10.0,0.0,1
13807,367.0,3.0,534.8,0.0,0.0,24.0,0.25,5
13808,6.0,5.0,1747.66,0.4,0.0,70.0,0.0,1
13809,305.0,3.0,679.7,0.3333333333333333,0.0,23.0,0.0,1
13810,29.0,3.0,1499.01,0.0,0.0,32.0,0.25,5
13811,184.0,3.0,814.5,0.0,0.0,7.0,0.25,5
13812,42.0,3.0,539.0,0.0,0.0,33.0,0.0,1
13813,40.0,8.0,2765.4700000000003,0.25,0.0,84.0,0.3333333333333333,5
13814,92.0,3.0,2257.32,0.0,0.0,56.0,0.4,5
13815,22.0,8.0,7475.74,0.0,0.0,203.0,0.2,3
13816,24.0,2.0,571.6700000000001,0.0,0.0,25.0,0.5,5
13817,29.0,2.0,382.98,0.0,0.0,20.0,0.0,1
13818,430.0,1.0,61.28,0.0,0.0,5.0,0.0,1
13819,302.0,6.0,2642.35,0.0,0.0,47.0,0.1428571428571428,1
13820,418.0,3.0,660.6500000000001,0.3333333333333333,0.0,68.0,0.4,5
13821,145.0,6.0,1410.73,0.0,0.0,158.0,0.1428571428571428,1
13822,6.0,2.0,632.0,1.0,0.0,90.0,0.0,4
13823,19.0,7.0,3403.45,0.0,0.0,108.0,0.125,1
13824,33.0,12.0,3314.76,0.0833333333333333,0.0,59.0,0.1428571428571428,1
13825,622.0,2.0,255.59000000000003,0.5,0.0,38.0,0.0,4
13826,176.0,1.0,189.5,0.0,0.0,10.0,0.5,5
13827,58.0,3.0,412.05,0.0,0.0,83.0,0.0,1
13828,22.0,1.0,209.49,0.0,0.0,15.0,0.0,1
13829,421.0,1.0,102.0,0.0,0.0,1.0,0.5,5
13830,582.0,1.0,156.85000000000002,0.0,0.0,11.0,0.5,5
13831,16.0,18.0,7023.58,0.1666666666666666,0.0,121.0,0.1,3
13832,19.0,2.0,613.69,0.5,0.0,54.0,0.3333333333333333,5
13833,159.0,2.0,701.36,1.0,0.0,43.0,0.0,4
13834,577.0,2.0,324.19,0.0,0.0,15.0,0.3333333333333333,5
13835,25.0,7.0,1095.27,0.1428571428571428,0.0,60.0,0.125,1
13836,399.0,2.0,620.37,0.0,0.0,29.0,0.3333333333333333,5
13837,212.0,2.0,271.24,0.0,0.0,17.0,0.0,1
13838,6.0,10.0,1966.09,1.0,0.0,328.0,0.0,4
13839,486.0,1.0,139.95000000000002,0.0,0.0,7.0,0.0,1
13840,416.0,1.0,651.4,0.0,0.0,40.0,0.0,1
13841,253.0,1.0,85.0,0.0,0.0,1.0,0.0,1
13842,59.0,18.0,5629.91,0.0555555555555555,0.0,214.0,0.0526315789473684,3
13843,381.0,1.0,319.75,0.0,0.0,18.0,0.0,1
13844,11.0,1.0,361.62,0.0,0.0,20.0,0.0,1
13845,65.0,1.0,312.98,0.0,0.0,9.0,0.0,1
13846,25.0,4.0,1307.79,0.0,0.0,81.0,0.2,5
13847,720.0,1.0,310.72,1.0,0.0,19.0,0.0,4
13848,92.0,8.0,3335.0,0.125,0.0,3.0,0.0,1
13849,52.0,5.0,3469.2999999999997,0.2,0.0,189.0,0.1666666666666666,3
13850,129.0,1.0,1595.48,0.0,0.0,93.0,0.5,5
13851,96.0,8.0,4606.46,0.0,0.0,111.0,0.1111111111111111,1
13852,611.0,1.0,187.35,0.0,0.0,11.0,0.5,5
13853,57.0,1.0,1090.14,0.0,0.0,23.0,0.5,5
13854,9.0,39.0,12253.96,0.1025641025641025,0.0,61.0,0.1333333333333333,3
13855,501.0,4.0,1310.34,0.0,0.0,64.0,0.2,1
13856,169.0,11.0,1142.03,0.0909090909090909,0.0,33.0,0.2666666666666666,5
13857,393.0,6.0,1001.01,0.1666666666666666,0.0,99.0,0.1428571428571428,1
13858,57.0,1.0,216.17,0.0,0.0,11.0,0.0,1
13859,326.0,2.0,515.86,0.0,0.0,34.0,0.0,1
13860,1.0,5.0,1245.9,0.0,0.0,58.0,0.1666666666666666,1
13861,429.0,2.0,273.26,0.5,0.0,21.0,0.3333333333333333,4
13862,18.0,9.0,2556.09,0.1111111111111111,0.0,113.0,0.1818181818181818,3
13863,248.0,4.0,1239.55,0.25,0.0,59.0,0.3333333333333333,5
13864,387.0,1.0,662.4000000000001,0.0,0.0,1.0,0.0,1
13865,58.0,4.0,501.56,0.0,0.0,26.0,0.0,1
13866,74.0,1.0,145.67000000000002,0.0,0.0,7.0,0.0,1
13867,31.0,3.0,1015.29,0.0,0.0,51.0,0.0,1
13868,7.0,2.0,3192.54,0.0,0.0,32.0,0.0,1
13869,123.0,10.0,8111.570000000001,0.3,0.0,502.0,0.0,3
13870,2.0,15.0,5712.08,0.1333333333333333,0.0,159.0,0.1666666666666666,3
13871,23.0,17.0,7885.85,0.1176470588235294,0.0,183.0,0.1904761904761904,3
13872,527.0,3.0,919.57,0.0,0.0,51.0,0.5,5
13873,120.0,8.0,1038.92,0.25,0.0,55.0,0.1111111111111111,1
13874,358.0,7.0,2049.15,0.0,0.0,46.0,0.3,5
13875,54.0,14.0,4814.37,0.1428571428571428,0.0,159.0,0.0,3
13876,64.0,1.0,122.7,0.0,0.0,7.0,0.0,1
13877,86.0,3.0,449.68,0.0,0.0,23.0,0.4,5
13878,55.0,4.0,2473.06,0.25,0.0,93.0,0.0,1
13879,646.0,1.0,395.5,0.0,0.0,25.0,0.0,1
13880,21.0,17.0,4391.66,0.1176470588235294,0.0,148.0,0.0,3
13881,4.0,43.0,45179.1,0.0,0.0,182.0,0.1568627450980392,3
13882,3.0,5.0,1191.13,0.0,0.0,54.0,0.1666666666666666,1
13883,11.0,15.0,6560.02,0.2,0.0,200.0,0.4230769230769231,3
13884,7.0,10.0,1888.48,0.4,0.0,108.0,0.2857142857142857,5
13885,189.0,2.0,506.7999999999999,0.0,0.0,28.0,0.0,1
13886,71.0,1.0,243.56,0.0,0.0,16.0,0.0,1
13887,204.0,1.0,349.55,0.0,0.0,19.0,0.0,1
13888,120.0,7.0,2169.05,0.1428571428571428,0.0,124.0,0.0,1
13889,93.0,6.0,1991.23,0.0,0.0,57.0,0.25,5
13890,1.0,14.0,2927.38,0.0714285714285714,0.0,100.0,0.3636363636363636,5
13891,378.0,3.0,863.56,0.0,0.0,97.0,0.0,1
13892,27.0,6.0,1267.65,0.1666666666666666,0.0,33.0,0.0,1
13893,298.0,1.0,821.1,0.0,0.0,21.0,0.0,1
13894,24.0,3.0,564.62,0.0,0.0,25.0,0.4,5
13895,28.0,6.0,4008.52,0.0,0.0,154.0,0.25,5
13896,626.0,1.0,388.55,0.0,0.0,21.0,0.0,1
13897,50.0,3.0,1160.72,0.3333333333333333,0.0,58.0,0.0,1
13898,326.0,2.0,686.4000000000001,0.5,0.0,43.0,0.0,4
13899,16.0,2.0,388.52,0.0,0.0,19.0,0.0,1
13900,183.0,6.0,1610.59,0.0,0.0,80.0,0.1428571428571428,1
13901,72.0,15.0,5676.34,0.0,0.0,280.0,0.25,3
13902,632.0,5.0,34095.259999999995,0.0,0.0,58.0,0.375,5
13903,400.0,1.0,165.45000000000002,0.0,0.0,10.0,0.0,1
13904,37.0,2.0,332.64,0.0,0.0,24.0,0.0,1
13905,733.0,1.0,312.65,0.0,0.0,12.0,0.6666666666666666,5
13906,409.0,1.0,42.0,0.0,0.0,1.0,0.0,1
13907,692.0,1.0,136.8,1.0,0.0,4.0,0.0,4
13908,80.0,4.0,2369.55,0.0,0.0,104.0,0.2,5
13909,423.0,2.0,286.59999999999997,0.0,0.0,35.0,0.0,1
13911,57.0,20.0,4234.99,0.1,0.0,178.0,0.0909090909090909,3
13912,424.0,1.0,124.95,0.0,0.0,7.0,0.0,1
13913,507.0,1.0,42.22,0.0,0.0,3.0,0.0,1
13914,12.0,2.0,626.45,0.0,0.0,28.0,0.3333333333333333,5
13915,394.0,1.0,70.80000000000001,0.0,0.0,2.0,0.5,5
13916,464.0,4.0,1275.81,0.0,0.0,72.0,0.2,1
13917,50.0,2.0,272.03999999999996,0.0,0.0,16.0,0.0,1
13918,50.0,2.0,1212.84,0.0,0.0,30.0,0.0,1
13919,59.0,4.0,1360.68,0.0,0.0,65.0,0.2,5
13920,432.0,4.0,1774.68,0.0,0.0,81.0,0.2,1
13921,402.0,4.0,730.7,0.0,0.0,36.0,0.2,1
13922,352.0,3.0,865.2,0.3333333333333333,0.0,30.0,0.4,5
13923,54.0,1.0,351.13,0.0,0.0,20.0,0.0,1
13924,2.0,6.0,1838.85,0.0,0.0,90.0,0.4545454545454545,5
13925,93.0,4.0,678.25,0.0,0.0,28.0,0.3333333333333333,5
13926,23.0,1.0,223.85,0.0,0.0,11.0,0.0,1
13927,75.0,2.0,708.26,0.0,0.0,37.0,0.3333333333333333,5
13928,11.0,4.0,464.5700000000001,0.0,0.0,23.0,0.0,1
13929,169.0,11.0,3494.1,0.0,0.0,38.0,0.2142857142857142,5
13930,58.0,2.0,337.34,0.0,0.0,15.0,0.0,1
13931,96.0,11.0,5257.38,0.0,0.0,205.0,0.0833333333333333,3
13932,295.0,1.0,307.4,0.0,0.0,16.0,0.0,1
13933,109.0,2.0,608.79,0.0,0.0,23.0,0.0,1
13934,264.0,1.0,922.1,0.0,0.0,31.0,0.0,1
13935,597.0,3.0,6116.92,0.0,0.0,67.0,0.0,1
13936,180.0,3.0,939.66,0.0,0.0,56.0,0.25,5
13937,169.0,2.0,880.13,0.0,0.0,54.0,0.3333333333333333,5
13938,35.0,1.0,71.66,0.0,0.0,7.0,0.0,1
13939,23.0,7.0,1560.96,0.0,0.0,91.0,0.3,5
13940,17.0,4.0,839.14,0.0,0.0,39.0,0.0,1
13941,22.0,15.0,11122.3,0.3333333333333333,0.0,42.0,0.1176470588235294,3
13942,535.0,1.0,320.0,0.0,0.0,1.0,0.0,1
13943,578.0,1.0,246.54,0.0,0.0,15.0,0.0,1
13944,653.0,1.0,200.43,0.0,0.0,35.0,0.0,1
13945,395.0,2.0,854.15,0.0,0.0,49.0,0.0,1
13946,79.0,6.0,1876.23,0.3333333333333333,0.0,49.0,0.1428571428571428,1
13947,65.0,1.0,90.6,0.0,0.0,5.0,0.0,1
13948,361.0,4.0,548.76,0.25,0.0,23.0,0.2,1
13949,3.0,6.0,2427.32,0.1666666666666666,0.0,124.0,0.0,1
13950,11.0,4.0,745.06,0.0,0.0,33.0,0.2,5
13951,176.0,3.0,674.45,0.3333333333333333,0.0,38.0,0.0,1
13952,218.0,14.0,12823.521,0.1428571428571428,0.0,238.0,0.1764705882352941,3
13953,7.0,12.0,6640.68,0.0,0.0,8.0,0.0,1
13954,2.0,2.0,439.92,0.0,0.0,24.0,0.3333333333333333,5
13955,154.0,3.0,545.17,0.0,0.0,82.0,0.0,1
13956,5.0,5.0,1026.42,1.0,0.0,123.0,0.0,4
13957,418.0,3.0,458.25,0.3333333333333333,0.0,21.0,0.0,1
13958,380.0,8.0,4709.23,0.375,0.0,172.0,0.3333333333333333,5
13959,79.0,6.0,1076.18,0.1666666666666666,0.0,120.0,0.0,1
13960,21.0,2.0,230.22,0.0,0.0,11.0,0.0,1
13961,392.0,1.0,538.4,0.0,0.0,19.0,0.5,5
13962,22.0,3.0,362.8,0.0,0.0,23.0,0.0,1
13963,308.0,17.0,3011.87,0.1176470588235294,0.0,129.0,0.0555555555555555,1
13964,387.0,2.0,438.9,0.0,0.0,22.0,0.3333333333333333,5
13965,477.0,3.0,996.61,0.0,0.0,23.0,0.4,5
13966,435.0,1.0,390.86,0.0,0.0,21.0,0.0,1
13967,146.0,2.0,166.3,0.5,0.0,4.0,0.0,4
13968,423.0,1.0,123.66,0.0,0.0,8.0,0.0,1
13969,7.0,35.0,13365.87,0.0,0.0285714285714285,472.0,0.1025641025641025,3
13970,386.0,2.0,846.55,0.0,0.0,10.0,0.0,1
13971,19.0,14.0,4667.57,0.0714285714285714,0.0,184.0,0.2222222222222222,3
13972,71.0,2.0,190.25,0.5,0.0,15.0,0.0,4
13973,287.0,1.0,264.7,0.0,0.0,11.0,0.0,1
13974,49.0,2.0,677.72,0.0,0.0,43.0,0.5,5
13975,31.0,12.0,5358.84,0.0833333333333333,0.0,434.0,0.1428571428571428,3
13976,207.0,4.0,1192.36,0.0,0.0,49.0,0.0,1
13977,411.0,1.0,519.8100000000001,1.0,0.0,13.0,0.0,4
13978,15.0,2.0,196.79,0.0,0.0,14.0,0.0,1
13979,73.0,7.0,3416.23,0.1428571428571428,0.0,356.0,0.3636363636363636,3
13980,60.0,5.0,799.92,0.4,0.0,57.0,0.4444444444444444,5
13981,416.0,1.0,331.14,0.0,0.0,22.0,0.5,5
13982,39.0,9.0,4445.59,0.0,0.0,123.0,0.3076923076923077,5
13983,30.0,21.0,7108.45,0.0952380952380952,0.0,238.0,0.3,3
13984,27.0,12.0,2048.6,0.1666666666666666,0.0,53.0,0.0769230769230769,1
13985,4.0,22.0,10020.86,0.0454545454545454,0.0,149.0,0.0833333333333333,3
13986,17.0,1.0,320.46,0.0,0.0,12.0,0.0,1
13987,380.0,2.0,682.54,0.0,0.0,46.0,0.0,1
13988,20.0,8.0,4757.799999999999,0.25,0.0,218.0,0.2727272727272727,3
13989,66.0,5.0,2026.06,0.0,0.0,61.0,0.0,1
13990,213.0,1.0,311.3,0.0,0.0,16.0,0.0,1
13991,12.0,6.0,855.9699999999999,0.5,0.0,58.0,0.1428571428571428,4
13992,30.0,3.0,219.5,0.0,0.0,10.0,0.0,1
13993,43.0,19.0,6775.71,0.1578947368421052,0.0,110.0,0.2083333333333333,3
13994,4.0,6.0,2313.14,0.0,0.0,122.0,0.0,1
13995,15.0,14.0,3902.01,0.0714285714285714,0.0,146.0,0.2222222222222222,3
13996,386.0,2.0,895.76,0.0,0.0,29.0,0.0,1
13997,519.0,3.0,382.31,0.0,0.0,36.0,0.0,1
13998,447.0,3.0,566.7,0.3333333333333333,0.0,30.0,0.0,1
13999,10.0,29.0,9502.26,0.0689655172413793,0.0,174.0,0.1944444444444444,3
14000,211.0,5.0,2046.34,0.0,0.0,28.0,0.375,5
14001,46.0,9.0,4530.09,0.0,0.0,60.0,0.1,1
14002,134.0,2.0,529.73,0.0,0.0,47.0,0.0,1
14003,733.0,1.0,209.41,0.0,0.0,16.0,0.0,1
14004,43.0,11.0,6258.45,0.0909090909090909,0.0,127.0,0.0,1
14005,10.0,5.0,2874.7200000000003,0.4,0.0,53.0,0.0,1
14006,116.0,7.0,2196.67,0.0,0.0,55.0,0.0,1
14007,513.0,1.0,79.48,0.0,0.0,5.0,0.0,1
14008,432.0,1.0,509.04,1.0,0.0,32.0,0.5,4
14009,198.0,3.0,1099.91,0.0,0.0,71.0,0.25,5
14010,565.0,2.0,445.15,1.0,0.0,20.0,0.3333333333333333,4
14011,480.0,2.0,457.82,0.5,0.0,32.0,0.3333333333333333,4
14012,278.0,1.0,328.8,0.0,0.0,11.0,0.0,1
14013,110.0,5.0,1084.57,0.4,0.0,56.0,0.1666666666666666,1
14014,77.0,3.0,1948.21,0.3333333333333333,0.0,76.0,0.0,1
14015,53.0,1.0,917.34,0.0,0.0,20.0,0.0,1
14016,162.0,11.0,11403.41,0.0909090909090909,0.0,354.0,0.1538461538461538,3
14017,571.0,1.0,229.75,0.0,0.0,14.0,0.0,1
14018,645.0,1.0,367.15,0.0,0.0,13.0,0.0,1
14019,47.0,3.0,1421.61,0.3333333333333333,0.0,37.0,0.25,5
14020,17.0,4.0,1249.01,0.0,0.0,63.0,0.2,5
14021,155.0,7.0,1716.5800000000002,0.0,0.0,84.0,0.0,1
14022,225.0,2.0,792.1500000000001,0.0,0.0,45.0,0.0,1
14023,7.0,2.0,584.0699999999999,0.5,0.0,30.0,0.0,4
14024,122.0,3.0,645.74,0.6666666666666666,0.0,33.0,0.0,4
14025,465.0,8.0,4057.9,0.0,0.0,60.0,0.2,1
14026,471.0,2.0,713.11,0.0,0.0,43.0,0.0,1
14027,61.0,1.0,104.82,0.0,0.0,6.0,0.0,1
14028,550.0,3.0,10396.5,0.0,0.0,3.0,0.4,5
14029,63.0,2.0,467.66,0.0,0.0,15.0,0.0,1
14030,18.0,20.0,8262.289999999999,0.2,0.0,591.0,0.0909090909090909,3
14031,7.0,44.0,40999.17,0.0,0.0,280.0,0.2,3
14032,2.0,16.0,4850.27,0.0625,0.0,79.0,0.36,5
14033,555.0,1.0,109.44,0.0,0.0,1.0,0.0,1
14034,22.0,3.0,651.8199999999999,0.0,0.0,82.0,0.25,5
14035,29.0,9.0,2856.72,0.1111111111111111,0.0,70.0,0.1818181818181818,1
14036,285.0,1.0,626.65,0.0,0.0,38.0,0.0,1
14037,176.0,6.0,836.95,0.1666666666666666,0.0,96.0,0.1428571428571428,1
14038,78.0,5.0,3069.88,0.2,0.0,99.0,0.375,5
14039,33.0,2.0,267.28,0.5,0.0,10.0,0.0,4
14040,41.0,35.0,12645.57,0.2571428571428571,0.0,335.0,0.1666666666666666,3
14041,266.0,1.0,141.41,0.0,0.0,21.0,0.0,1
14042,725.0,1.0,431.98,0.0,0.0,21.0,0.0,1
14043,491.0,2.0,304.25,0.0,0.0,37.0,0.3333333333333333,5
14044,27.0,10.0,3123.1,0.8,0.0,533.0,0.0909090909090909,3
14045,109.0,16.0,11313.03,0.0,0.0,16.0,0.1578947368421052,1
14046,284.0,1.0,154.99,0.0,0.0,14.0,0.0,1
14047,9.0,14.0,4255.03,0.0714285714285714,0.0,91.0,0.2631578947368421,5
14048,305.0,3.0,748.69,0.0,0.0,126.0,0.25,5
14049,17.0,13.0,13239.03,0.0,0.0,573.0,0.2777777777777778,3
14050,32.0,2.0,746.36,0.0,0.0,49.0,0.0,1
14051,1.0,37.0,22434.0,0.081081081081081,0.0,82.0,0.119047619047619,3
14052,20.0,2.0,480.81,1.0,0.0,115.0,0.0,4
14053,124.0,4.0,572.3,0.75,0.0,3.0,0.0,4
14054,65.0,1.0,92.46,0.0,0.0,6.0,0.0,1
14055,106.0,3.0,1520.96,0.0,0.0,33.0,0.0,1
14056,1.0,23.0,8214.65,0.0,0.0,320.0,0.2068965517241379,3
14057,24.0,22.0,8408.84,0.0909090909090909,0.0,244.0,0.0434782608695652,3
14058,463.0,2.0,469.19000000000005,0.5,0.0,23.0,0.0,4
14059,267.0,1.0,183.6,0.0,0.0,8.0,0.0,1
14060,5.0,30.0,9519.08,0.0666666666666666,0.0,100.0,0.0625,3
14061,507.0,3.0,917.43,0.0,0.0,17.0,0.0,1
14062,10.0,24.0,25604.2,0.0,0.0,141.0,0.1111111111111111,3
14063,438.0,9.0,22710.2,0.0,0.0,30.0,0.3076923076923077,5
14064,29.0,15.0,3332.42,0.0666666666666666,0.0,131.0,0.2857142857142857,3
14065,389.0,3.0,891.02,0.0,0.0,42.0,0.25,5
14066,267.0,1.0,152.55,0.0,0.0,7.0,0.0,1
14067,64.0,2.0,374.7,0.5,0.0,51.0,0.0,4
14068,320.0,4.0,1528.37,0.75,0.0,93.0,0.2,4
14069,515.0,2.0,230.06,0.0,0.0,37.0,0.0,1
14070,685.0,1.0,326.55,1.0,0.0,40.0,0.0,4
14071,4.0,8.0,1438.82,0.375,0.0,271.0,0.1111111111111111,3
14072,667.0,1.0,390.85,0.0,0.0,19.0,0.0,1
14073,32.0,1.0,151.04,0.0,0.0,13.0,0.5,5
14074,623.0,1.0,219.4,0.0,0.0,6.0,0.0,1
14075,5.0,6.0,1734.87,0.1666666666666666,0.0,59.0,0.0,1
14076,129.0,1.0,122.47,0.0,0.0,43.0,0.0,1
14077,41.0,6.0,615.0799999999999,0.1666666666666666,0.0,43.0,0.0,1
14078,102.0,9.0,1692.63,0.2222222222222222,0.0,107.0,0.0,1
14079,125.0,2.0,618.73,0.5,0.0,13.0,0.0,4
14080,33.0,5.0,1115.68,0.2,0.0,74.0,0.1666666666666666,1
14081,302.0,10.0,5370.1,0.1,0.0,465.0,0.375,3
14082,365.0,2.0,413.36,0.0,0.0,48.0,0.0,1
14083,4.0,11.0,1407.26,0.0,0.0,169.0,0.0,3
14084,512.0,1.0,150.5,0.0,0.0,7.0,0.0,1
14085,2.0,33.0,10104.97,0.0,0.0,479.0,0.0294117647058823,3
14086,463.0,1.0,39.95,0.0,0.0,1.0,0.0,1
14087,3.0,3.0,846.22,0.3333333333333333,0.0,175.0,0.4,5
14088,10.0,16.0,64036.8,0.0625,0.0,436.0,0.2,3
14089,57.0,1.0,161.0,0.0,0.0,13.0,0.0,1
14090,325.0,1.0,76.32000000000001,0.0,0.0,1.0,0.0,1
14091,654.0,2.0,9530.08,0.5,0.0,13.0,0.0,4
14092,8.0,24.0,7229.450000000001,0.125,0.0,169.0,0.1111111111111111,3
14093,12.0,1.0,442.85,1.0,0.0,95.0,0.0,4
14094,440.0,1.0,335.22,1.0,0.0,41.0,0.5,4
14095,723.0,1.0,2.95,0.0,0.0,1.0,0.0,1
14096,4.0,17.0,65164.79,0.0,0.0,1119.0,0.5,3
14097,481.0,2.0,422.86,0.5,0.0,39.0,0.0,4
14098,37.0,1.0,147.35,0.0,0.0,21.0,0.0,1
14099,16.0,20.0,5765.71,0.0,0.0,273.0,0.0909090909090909,3
14100,138.0,1.0,194.9,0.0,0.0,24.0,0.0,1
14101,74.0,13.0,9961.93,0.2307692307692307,0.0,19.0,0.0714285714285714,1
14102,5.0,5.0,1360.28,0.2,0.0,35.0,0.375,5
14104,155.0,5.0,771.58,0.0,0.0,117.0,0.0,1
14105,239.0,5.0,5988.83,0.2,0.0,200.0,0.4444444444444444,5
14106,737.0,1.0,214.8,0.0,0.0,1.0,0.0,1
14107,52.0,11.0,4877.3,0.1818181818181818,0.0,102.0,0.1538461538461538,3
14108,31.0,4.0,1044.96,0.0,0.0,49.0,0.2,5
14109,73.0,1.0,144.2,0.0,0.0,9.0,0.5,5
14110,4.0,33.0,12987.95,0.0909090909090909,0.0,177.0,0.0571428571428571,3
14111,14.0,4.0,692.85,0.0,0.0,10.0,0.2,5
14112,23.0,13.0,5834.59,0.1538461538461538,0.0,199.0,0.5185185185185185,5
14113,4.0,16.0,7092.610000000001,0.0,0.0,76.0,0.4838709677419355,5
14114,274.0,7.0,1364.09,0.1428571428571428,0.0,72.0,0.0,1
14115,502.0,2.0,622.6700000000001,0.0,0.0,22.0,0.0,1
14116,20.0,5.0,1382.74,0.2,0.0,61.0,0.0,1
14117,144.0,1.0,90.0,0.0,0.0,3.0,0.0,1
14118,429.0,1.0,458.45,0.0,0.0,15.0,0.0,1
14119,376.0,2.0,183.37,0.0,0.0,11.0,0.3333333333333333,5
14121,4.0,4.0,2780.15,0.0,0.0,148.0,0.3333333333333333,5
14122,406.0,3.0,362.42,0.0,0.0,12.0,0.4,5
14123,733.0,1.0,436.18,1.0,0.0,24.0,0.0,4
14124,84.0,1.0,419.58,0.0,0.0,4.0,0.0,1
14125,11.0,3.0,2740.43,0.0,0.0,159.0,0.0,1
14126,8.0,4.0,1172.46,0.0,0.0,37.0,0.2,5
14127,123.0,6.0,1900.08,0.3333333333333333,0.0,96.0,0.0,1
14128,61.0,3.0,924.21,0.3333333333333333,0.0,50.0,0.25,5
14129,2.0,9.0,2591.34,0.1111111111111111,0.0,40.0,0.0,1
14130,319.0,4.0,1882.67,0.0,0.0,189.0,0.0,1
14131,649.0,1.0,187.87,0.0,0.0,45.0,0.0,1
14132,2.0,11.0,3586.0299999999997,0.0,0.0,100.0,0.0833333333333333,1
14133,130.0,4.0,911.14,0.25,0.0,33.0,0.3333333333333333,5
14134,383.0,15.0,11123.35,0.0666666666666666,0.0,130.0,0.0,1
14135,2.0,24.0,9643.92,0.125,0.0,138.0,0.04,3
14136,401.0,5.0,1570.8100000000002,0.0,0.0,86.0,0.2857142857142857,5
14137,696.0,1.0,332.7,0.0,0.0,11.0,0.5,5
14138,2.0,2.0,982.38,0.0,0.0,40.0,0.0,1
14139,46.0,4.0,1086.8,0.0,0.0,48.0,0.0,1
14140,4.0,2.0,935.05,0.0,0.0,60.0,0.3333333333333333,5
14141,3.0,4.0,915.13,0.0,0.0,27.0,0.3333333333333333,5
14142,373.0,2.0,983.15,0.0,0.0,42.0,0.5,5
14143,134.0,1.0,115.8,0.0,0.0,7.0,0.0,1
14144,486.0,1.0,30.6,0.0,0.0,1.0,0.0,1
14145,47.0,7.0,7600.049999999999,0.1428571428571428,0.0,11.0,0.125,1
14146,9.0,12.0,9450.3,0.0833333333333333,0.0,337.0,0.0769230769230769,3
14147,78.0,9.0,2590.2000000000003,0.1111111111111111,0.0,24.0,0.25,5
14148,234.0,2.0,466.29,0.0,0.0,15.0,0.0,1
14149,221.0,1.0,446.62,0.0,0.0,28.0,0.6666666666666666,5
14150,36.0,2.0,658.6400000000001,0.0,0.0,23.0,0.0,1
14151,673.0,2.0,679.45,0.0,0.0,44.0,0.3333333333333333,5
14152,75.0,7.0,1997.34,0.1428571428571428,0.0,104.0,0.2222222222222222,5
14153,483.0,1.0,233.4,0.0,0.0,17.0,0.0,1
14154,239.0,8.0,6460.7,0.0,0.0,236.0,0.2,3
14155,266.0,1.0,118.75,0.0,0.0,6.0,0.0,1
14156,10.0,156.0,313946.37,0.0833333333333333,0.0,1446.0,0.2277227722772277,2
14157,20.0,5.0,1002.78,0.4,0.0,75.0,0.1666666666666666,1
14158,40.0,1.0,507.66,1.0,0.0,41.0,0.0,4
