CustomerID,LastInvoiceDate,Recency,Frequency,Monetary,Weekend_Ratio,Night_Shopper,Basket_Diversity,Return_Rate,ClusterID,ClusterName
13794,2010-06-11 12:30:00,547.0,1.0,126.03,0.0,0.0,9.0,0.0,1,High Recency • High Frequency
13795,2010-11-16 17:25:00,388.0,4.0,836.3,0.25,0.0,23.0,0.0,1,High Recency • High Frequency
13796,2010-07-28 14:45:00,499.0,1.0,289.7,0.0,0.0,22.0,0.0,1,High Recency • High Frequency
13797,2010-09-29 10:34:00,437.0,3.0,1179.45,0.0,0.0,71.0,0.25,5,High Returns
13798,2011-12-08 15:51:00,1.0,110.0,75836.87,0.1181818181818181,0.0,168.0,0.12,3,Diverse Basket • Frequent
13799,2011-08-15 12:07:00,117.0,9.0,2803.57,0.1111111111111111,0.0,64.0,0.3076923076923077,5,High Returns
13800,2011-02-03 12:27:00,310.0,3.0,1679.56,0.0,0.0,73.0,0.0,1,High Recency • High Frequency
13801,2011-10-04 10:15:00,67.0,1.0,324.8,0.0,0.0,23.0,0.0,1,High Recency • High Frequency
13802,2011-07-24 10:54:00,139.0,19.0,26259.11,0.2105263157894736,0.0,212.0,0.2083333333333333,3,Diverse Basket • Frequent
13803,2011-03-29 12:57:00,255.0,3.0,1338.91,0.0,0.0,73.0,0.25,5,High Returns
13804,2011-11-09 12:32:00,31.0,9.0,3208.52,0.1111111111111111,0.0,149.0,0.0,1,High Recency • High Frequency
13805,2011-10-18 14:50:00,52.0,2.0,924.6,0.0,0.0,10.0,0.0,1,High Recency • High Frequency
13806,2011-10-07 11:43:00,64.0,1.0,256.38,0.0,0.0,10.0,0.0,1,High Recency • High Frequency
13807,2010-12-07 15:48:00,367.0,3.0,534.8,0.0,0.0,24.0,0.25,5,High Returns
13808,2011-12-04 12:18:00,6.0,5.0,1747.66,0.4,0.0,70.0,0.0,1,High Recency • High Frequency
13809,2011-02-07 13:15:00,305.0,3.0,679.7,0.3333333333333333,0.0,23.0,0.0,1,High Recency • High Frequency
13810,2011-11-11 08:33:00,29.0,3.0,1499.01,0.0,0.0,32.0,0.25,5,High Returns
13811,2011-06-09 09:54:00,184.0,3.0,814.5,0.0,0.0,7.0,0.25,5,High Returns
13812,2011-10-28 14:27:00,42.0,3.0,539.0,0.0,0.0,33.0,0.0,1,High Recency • High Frequency
13813,2011-10-31 10:38:00,40.0,8.0,2765.4700000000003,0.25,0.0,84.0,0.3333333333333333,5,High Returns
13814,2011-09-08 13:48:00,92.0,3.0,2257.32,0.0,0.0,56.0,0.4,5,High Returns
13815,2011-11-17 14:19:00,22.0,8.0,7475.74,0.0,0.0,203.0,0.2,3,Diverse Basket • Frequent
13816,2011-11-16 08:38:00,24.0,2.0,571.6700000000001,0.0,0.0,25.0,0.5,5,High Returns
13817,2011-11-10 17:49:00,29.0,2.0,382.98,0.0,0.0,20.0,0.0,1,High Recency • High Frequency
13818,2010-10-06 12:35:00,430.0,1.0,61.28,0.0,0.0,5.0,0.0,1,High Recency • High Frequency
13819,2011-02-11 10:38:00,302.0,6.0,2642.35,0.0,0.0,47.0,0.1428571428571428,1,High Recency • High Frequency
13820,2010-10-17 13:46:00,418.0,3.0,660.6500000000001,0.3333333333333333,0.0,68.0,0.4,5,High Returns
13821,2011-07-18 09:49:00,145.0,6.0,1410.73,0.0,0.0,158.0,0.1428571428571428,1,High Recency • High Frequency
13822,2011-12-04 12:13:00,6.0,2.0,632.0,1.0,0.0,90.0,0.0,4,Weekend Shoppers
13823,2011-11-21 10:22:00,19.0,7.0,3403.45,0.0,0.0,108.0,0.125,1,High Recency • High Frequency
13824,2011-11-07 12:41:00,33.0,12.0,3314.76,0.0833333333333333,0.0,59.0,0.1428571428571428,1,High Recency • High Frequency
13825,2010-03-28 11:02:00,622.0,2.0,255.59000000000003,0.5,0.0,38.0,0.0,4,Weekend Shoppers
13826,2011-06-16 13:48:00,176.0,1.0,189.5,0.0,0.0,10.0,0.5,5,High Returns
13827,2011-10-13 12:38:00,58.0,3.0,412.05,0.0,0.0,83.0,0.0,1,High Recency • High Frequency
13828,2011-11-17 16:02:00,22.0,1.0,209.49,0.0,0.0,15.0,0.0,1,High Recency • High Frequency
13829,2010-10-14 18:19:00,421.0,1.0,102.0,0.0,0.0,1.0,0.5,5,High Returns
13830,2010-05-07 12:24:00,582.0,1.0,156.85000000000002,0.0,0.0,11.0,0.5,5,High Returns
13831,2011-11-23 15:41:00,16.0,18.0,7023.58,0.1666666666666666,0.0,121.0,0.1,3,Diverse Basket • Frequent
13832,2011-11-20 15:36:00,19.0,2.0,613.69,0.5,0.0,54.0,0.3333333333333333,5,High Returns
13833,2011-07-03 13:27:00,159.0,2.0,701.36,1.0,0.0,43.0,0.0,4,Weekend Shoppers
13834,2010-05-12 10:27:00,577.0,2.0,324.19,0.0,0.0,15.0,0.3333333333333333,5,High Returns
13835,2011-11-14 15:37:00,25.0,7.0,1095.27,0.1428571428571428,0.0,60.0,0.125,1,High Recency • High Frequency
13836,2010-11-05 13:31:00,399.0,2.0,620.37,0.0,0.0,29.0,0.3333333333333333,5,High Returns
13837,2011-05-12 12:10:00,212.0,2.0,271.24,0.0,0.0,17.0,0.0,1,High Recency • High Frequency
13838,2011-12-04 11:00:00,6.0,10.0,1966.09,1.0,0.0,328.0,0.0,4,Weekend Shoppers
13839,2010-08-10 13:52:00,486.0,1.0,139.95000000000002,0.0,0.0,7.0,0.0,1,High Recency • High Frequency
13840,2010-10-19 13:34:00,416.0,1.0,651.4,0.0,0.0,40.0,0.0,1,High Recency • High Frequency
13841,2011-04-01 12:10:00,253.0,1.0,85.0,0.0,0.0,1.0,0.0,1,High Recency • High Frequency
13842,2011-10-12 10:51:00,59.0,18.0,5629.91,0.0555555555555555,0.0,214.0,0.0526315789473684,3,Diverse Basket • Frequent
13843,2010-11-23 17:48:00,381.0,1.0,319.75,0.0,0.0,18.0,0.0,1,High Recency • High Frequency
13844,2011-11-28 13:21:00,11.0,1.0,361.62,0.0,0.0,20.0,0.0,1,High Recency • High Frequency
13845,2011-10-06 08:25:00,65.0,1.0,312.98,0.0,0.0,9.0,0.0,1,High Recency • High Frequency
13846,2011-11-15 12:07:00,25.0,4.0,1307.79,0.0,0.0,81.0,0.2,5,High Returns
13847,2009-12-20 10:41:00,720.0,1.0,310.72,1.0,0.0,19.0,0.0,4,Weekend Shoppers
13848,2011-09-08 12:58:00,92.0,8.0,3335.0,0.125,0.0,3.0,0.0,1,High Recency • High Frequency
13849,2011-10-19 10:59:00,52.0,5.0,3469.3,0.2,0.0,189.0,0.1666666666666666,3,Diverse Basket • Frequent
13850,2011-08-02 14:04:00,129.0,1.0,1595.48,0.0,0.0,93.0,0.5,5,High Returns
13851,2011-09-05 12:36:00,96.0,8.0,4606.46,0.0,0.0,111.0,0.1111111111111111,1,High Recency • High Frequency
13852,2010-04-08 09:06:00,611.0,1.0,187.35,0.0,0.0,11.0,0.5,5,High Returns
13853,2011-10-13 14:18:00,57.0,1.0,1090.14,0.0,0.0,23.0,0.5,5,High Returns
13854,2011-12-01 09:06:00,9.0,39.0,12253.96,0.1025641025641025,0.0,61.0,0.1333333333333333,3,Diverse Basket • Frequent
13855,2010-07-27 09:53:00,501.0,4.0,1310.34,0.0,0.0,64.0,0.2,1,High Recency • High Frequency
13856,2011-06-24 10:03:00,169.0,11.0,1142.03,0.0909090909090909,0.0,33.0,0.2666666666666666,5,High Returns
13857,2010-11-11 12:54:00,393.0,6.0,1001.01,0.1666666666666666,0.0,99.0,0.1428571428571428,1,High Recency • High Frequency
13858,2011-10-13 16:17:00,57.0,1.0,216.17,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
13859,2011-01-17 16:14:00,326.0,2.0,515.86,0.0,0.0,34.0,0.0,1,High Recency • High Frequency
13860,2011-12-08 12:57:00,1.0,5.0,1245.9,0.0,0.0,58.0,0.1666666666666666,1,High Recency • High Frequency
13861,2010-10-06 14:20:00,429.0,2.0,273.26,0.5,0.0,21.0,0.3333333333333333,4,Weekend Shoppers
13862,2011-11-21 16:24:00,18.0,9.0,2556.09,0.1111111111111111,0.0,113.0,0.1818181818181818,3,Diverse Basket • Frequent
13863,2011-04-06 10:20:00,248.0,4.0,1239.55,0.25,0.0,59.0,0.3333333333333333,5,High Returns
13864,2010-11-18 12:50:00,387.0,1.0,662.4000000000001,0.0,0.0,1.0,0.0,1,High Recency • High Frequency
13865,2011-10-12 13:31:00,58.0,4.0,501.56,0.0,0.0,26.0,0.0,1,High Recency • High Frequency
13866,2011-09-26 14:54:00,74.0,1.0,145.67000000000002,0.0,0.0,7.0,0.0,1,High Recency • High Frequency
13867,2011-11-08 15:48:00,31.0,3.0,1015.29,0.0,0.0,51.0,0.0,1,High Recency • High Frequency
13868,2011-12-02 16:32:00,7.0,2.0,3192.54,0.0,0.0,32.0,0.0,1,High Recency • High Frequency
13869,2011-08-08 13:53:00,123.0,10.0,8111.570000000001,0.3,0.0,502.0,0.0,3,Diverse Basket • Frequent
13870,2011-12-07 13:23:00,2.0,15.0,5712.08,0.1333333333333333,0.0,159.0,0.1666666666666666,3,Diverse Basket • Frequent
13871,2011-11-17 10:49:00,23.0,17.0,7885.85,0.1176470588235294,0.0,183.0,0.1904761904761904,3,Diverse Basket • Frequent
13872,2010-06-30 15:35:00,527.0,3.0,919.57,0.0,0.0,51.0,0.5,5,High Returns
13873,2011-08-12 10:08:00,120.0,8.0,1038.92,0.25,0.0,55.0,0.1111111111111111,1,High Recency • High Frequency
13874,2010-12-16 18:20:00,358.0,7.0,2049.15,0.0,0.0,46.0,0.3,5,High Returns
13875,2011-10-17 09:36:00,54.0,14.0,4814.37,0.1428571428571428,0.0,159.0,0.0,3,Diverse Basket • Frequent
13876,2011-10-07 10:22:00,64.0,1.0,122.7,0.0,0.0,7.0,0.0,1,High Recency • High Frequency
13877,2011-09-14 15:49:00,86.0,3.0,449.68,0.0,0.0,23.0,0.4,5,High Returns
13878,2011-10-16 12:19:00,55.0,4.0,2473.06,0.25,0.0,93.0,0.0,1,High Recency • High Frequency
13879,2010-03-04 10:49:00,646.0,1.0,395.5,0.0,0.0,25.0,0.0,1,High Recency • High Frequency
13880,2011-11-18 13:44:00,21.0,17.0,4391.66,0.1176470588235294,0.0,148.0,0.0,3,Diverse Basket • Frequent
13881,2011-12-06 12:50:00,4.0,43.0,45179.1,0.0,0.0,182.0,0.1568627450980392,3,Diverse Basket • Frequent
13882,2011-12-07 11:16:00,3.0,5.0,1191.13,0.0,0.0,54.0,0.1666666666666666,1,High Recency • High Frequency
13883,2011-11-29 10:45:00,11.0,15.0,6560.02,0.2,0.0,200.0,0.4230769230769231,3,Diverse Basket • Frequent
13884,2011-12-02 16:30:00,7.0,10.0,1888.48,0.4,0.0,108.0,0.2857142857142857,5,High Returns
13885,2011-06-03 15:07:00,189.0,2.0,506.8,0.0,0.0,28.0,0.0,1,High Recency • High Frequency
13886,2011-09-29 13:17:00,71.0,1.0,243.56,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
13887,2011-05-19 17:22:00,204.0,1.0,349.55,0.0,0.0,19.0,0.0,1,High Recency • High Frequency
13888,2011-08-12 10:13:00,120.0,7.0,2169.05,0.1428571428571428,0.0,124.0,0.0,1,High Recency • High Frequency
13889,2011-09-08 09:13:00,93.0,6.0,1991.23,0.0,0.0,57.0,0.25,5,High Returns
13890,2011-12-08 15:36:00,1.0,14.0,2927.38,0.0714285714285714,0.0,100.0,0.3636363636363636,5,High Returns
13891,2010-11-26 15:57:00,378.0,3.0,863.56,0.0,0.0,97.0,0.0,1,High Recency • High Frequency
13892,2011-11-13 11:50:00,27.0,6.0,1267.65,0.1666666666666666,0.0,33.0,0.0,1,High Recency • High Frequency
13893,2011-02-15 11:30:00,298.0,1.0,821.1,0.0,0.0,21.0,0.0,1,High Recency • High Frequency
13894,2011-11-16 09:44:00,24.0,3.0,564.62,0.0,0.0,25.0,0.4,5,High Returns
13895,2011-11-11 16:57:00,28.0,6.0,4008.52,0.0,0.0,154.0,0.25,5,High Returns
13896,2010-03-24 08:55:00,626.0,1.0,388.55,0.0,0.0,21.0,0.0,1,High Recency • High Frequency
13897,2011-10-20 14:30:00,50.0,3.0,1160.72,0.3333333333333333,0.0,58.0,0.0,1,High Recency • High Frequency
13898,2011-01-18 10:28:00,326.0,2.0,686.4000000000001,0.5,0.0,43.0,0.0,4,Weekend Shoppers
13899,2011-11-23 13:40:00,16.0,2.0,388.52,0.0,0.0,19.0,0.0,1,High Recency • High Frequency
13900,2011-06-09 19:26:00,183.0,6.0,1610.59,0.0,0.0,80.0,0.1428571428571428,1,High Recency • High Frequency
13901,2011-09-28 14:48:00,72.0,15.0,5676.34,0.0,0.0,280.0,0.25,3,Diverse Basket • Frequent
13902,2010-03-17 13:09:00,632.0,5.0,34095.259999999995,0.0,0.0,58.0,0.375,5,High Returns
13903,2010-11-04 17:44:00,400.0,1.0,165.45000000000002,0.0,0.0,10.0,0.0,1,High Recency • High Frequency
13904,2011-11-02 13:41:00,37.0,2.0,332.64,0.0,0.0,24.0,0.0,1,High Recency • High Frequency
13905,2009-12-07 11:41:00,733.0,1.0,312.65,0.0,0.0,12.0,0.6666666666666666,5,High Returns
13906,2010-10-26 15:00:00,409.0,1.0,42.0,0.0,0.0,1.0,0.0,1,High Recency • High Frequency
13907,2010-01-17 12:22:00,692.0,1.0,136.8,1.0,0.0,4.0,0.0,4,Weekend Shoppers
13908,2011-09-21 11:49:00,80.0,4.0,2369.55,0.0,0.0,104.0,0.2,5,High Returns
13909,2010-10-12 17:22:00,423.0,2.0,286.6,0.0,0.0,35.0,0.0,1,High Recency • High Frequency
13911,2011-10-13 15:43:00,57.0,20.0,4234.99,0.1,0.0,178.0,0.0909090909090909,3,Diverse Basket • Frequent
13912,2010-10-12 08:43:00,424.0,1.0,124.95,0.0,0.0,7.0,0.0,1,High Recency • High Frequency
13913,2010-07-21 10:11:00,507.0,1.0,42.22,0.0,0.0,3.0,0.0,1,High Recency • High Frequency
13914,2011-11-28 10:35:00,12.0,2.0,626.45,0.0,0.0,28.0,0.3333333333333333,5,High Returns
13915,2010-11-10 15:17:00,394.0,1.0,70.80000000000001,0.0,0.0,2.0,0.5,5,High Returns
13916,2010-09-02 10:04:00,464.0,4.0,1275.81,0.0,0.0,72.0,0.2,1,High Recency • High Frequency
13917,2011-10-21 09:56:00,50.0,2.0,272.04,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
13918,2011-10-21 12:25:00,50.0,2.0,1212.84,0.0,0.0,30.0,0.0,1,High Recency • High Frequency
13919,2011-10-11 14:24:00,59.0,4.0,1360.68,0.0,0.0,65.0,0.2,5,High Returns
13920,2010-10-04 12:37:00,432.0,4.0,1774.68,0.0,0.0,81.0,0.2,1,High Recency • High Frequency
13921,2010-11-02 16:32:00,402.0,4.0,730.7,0.0,0.0,36.0,0.2,1,High Recency • High Frequency
13922,2010-12-23 10:38:00,352.0,3.0,865.2,0.3333333333333333,0.0,30.0,0.4,5,High Returns
13923,2011-10-17 12:33:00,54.0,1.0,351.13,0.0,0.0,20.0,0.0,1,High Recency • High Frequency
13924,2011-12-08 09:39:00,2.0,6.0,1838.85,0.0,0.0,90.0,0.4545454545454545,5,High Returns
13925,2011-09-08 12:47:00,93.0,4.0,678.25,0.0,0.0,28.0,0.3333333333333333,5,High Returns
13926,2011-11-16 13:16:00,23.0,1.0,223.85,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
13927,2011-09-26 12:00:00,75.0,2.0,708.26,0.0,0.0,37.0,0.3333333333333333,5,High Returns
13928,2011-11-29 10:33:00,11.0,4.0,464.5700000000001,0.0,0.0,23.0,0.0,1,High Recency • High Frequency
13929,2011-06-23 15:26:00,169.0,11.0,3494.1,0.0,0.0,38.0,0.2142857142857142,5,High Returns
13930,2011-10-13 09:45:00,58.0,2.0,337.34,0.0,0.0,15.0,0.0,1,High Recency • High Frequency
13931,2011-09-05 10:12:00,96.0,11.0,5257.38,0.0,0.0,205.0,0.0833333333333333,3,Diverse Basket • Frequent
13932,2011-02-18 12:02:00,295.0,1.0,307.4,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
13933,2011-08-22 14:03:00,109.0,2.0,608.79,0.0,0.0,23.0,0.0,1,High Recency • High Frequency
13934,2011-03-21 08:39:00,264.0,1.0,922.1,0.0,0.0,31.0,0.0,1,High Recency • High Frequency
13935,2010-04-22 11:21:00,597.0,3.0,6116.92,0.0,0.0,67.0,0.0,1,High Recency • High Frequency
13936,2011-06-13 08:47:00,180.0,3.0,939.66,0.0,0.0,56.0,0.25,5,High Returns
13937,2011-06-23 16:35:00,169.0,2.0,880.13,0.0,0.0,54.0,0.3333333333333333,5,High Returns
13938,2011-11-04 14:37:00,35.0,1.0,71.66,0.0,0.0,7.0,0.0,1,High Recency • High Frequency
13939,2011-11-16 13:33:00,23.0,7.0,1560.96,0.0,0.0,91.0,0.3,5,High Returns
13940,2011-11-22 15:15:00,17.0,4.0,839.14,0.0,0.0,39.0,0.0,1,High Recency • High Frequency
13941,2011-11-18 09:43:00,22.0,15.0,11122.3,0.3333333333333333,0.0,42.0,0.1176470588235294,3,Diverse Basket • Frequent
13942,2010-06-23 12:35:00,535.0,1.0,320.0,0.0,0.0,1.0,0.0,1,High Recency • High Frequency
13943,2010-05-11 11:30:00,578.0,1.0,246.54,0.0,0.0,15.0,0.0,1,High Recency • High Frequency
13944,2010-02-24 15:02:00,653.0,1.0,200.43,0.0,0.0,35.0,0.0,1,High Recency • High Frequency
13945,2010-11-10 10:00:00,395.0,2.0,854.15,0.0,0.0,49.0,0.0,1,High Recency • High Frequency
13946,2011-09-21 13:33:00,79.0,6.0,1876.23,0.3333333333333333,0.0,49.0,0.1428571428571428,1,High Recency • High Frequency
13947,2011-10-05 14:42:00,65.0,1.0,90.6,0.0,0.0,5.0,0.0,1,High Recency • High Frequency
13948,2010-12-14 10:18:00,361.0,4.0,548.76,0.25,0.0,23.0,0.2,1,High Recency • High Frequency
13949,2011-12-07 09:35:00,3.0,6.0,2427.32,0.1666666666666666,0.0,124.0,0.0,1,High Recency • High Frequency
13950,2011-11-28 14:44:00,11.0,4.0,745.06,0.0,0.0,33.0,0.2,5,High Returns
13951,2011-06-16 16:43:00,176.0,3.0,674.45,0.3333333333333333,0.0,38.0,0.0,1,High Recency • High Frequency
13952,2011-05-06 09:00:00,218.0,14.0,12823.521,0.1428571428571428,0.0,238.0,0.1764705882352941,3,Diverse Basket • Frequent
13953,2011-12-02 16:04:00,7.0,12.0,6640.68,0.0,0.0,8.0,0.0,1,High Recency • High Frequency
13954,2011-12-08 12:50:00,2.0,2.0,439.92,0.0,0.0,24.0,0.3333333333333333,5,High Returns
13955,2011-07-08 17:19:00,154.0,3.0,545.17,0.0,0.0,82.0,0.0,1,High Recency • High Frequency
13956,2011-12-04 13:20:00,5.0,5.0,1026.42,1.0,0.0,123.0,0.0,4,Weekend Shoppers
13957,2010-10-18 10:02:00,418.0,3.0,458.25,0.3333333333333333,0.0,21.0,0.0,1,High Recency • High Frequency
13958,2010-11-25 10:11:00,380.0,8.0,4709.23,0.375,0.0,172.0,0.3333333333333333,5,High Returns
13959,2011-09-21 15:06:00,79.0,6.0,1076.18,0.1666666666666666,0.0,120.0,0.0,1,High Recency • High Frequency
13960,2011-11-18 15:27:00,21.0,2.0,230.22,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
13961,2010-11-12 14:40:00,392.0,1.0,538.4,0.0,0.0,19.0,0.5,5,High Returns
13962,2011-11-18 08:47:00,22.0,3.0,362.8,0.0,0.0,23.0,0.0,1,High Recency • High Frequency
13963,2011-02-04 14:43:00,308.0,17.0,3011.87,0.1176470588235294,0.0,129.0,0.0555555555555555,1,High Recency • High Frequency
13964,2010-11-17 13:53:00,387.0,2.0,438.9,0.0,0.0,22.0,0.3333333333333333,5,High Returns
13965,2010-08-20 10:40:00,477.0,3.0,996.61,0.0,0.0,23.0,0.4,5,High Returns
13966,2010-09-30 13:08:00,435.0,1.0,390.86,0.0,0.0,21.0,0.0,1,High Recency • High Frequency
13967,2011-07-17 12:02:00,146.0,2.0,166.3,0.5,0.0,4.0,0.0,4,Weekend Shoppers
13968,2010-10-12 13:22:00,423.0,1.0,123.66,0.0,0.0,8.0,0.0,1,High Recency • High Frequency
13969,2011-12-02 15:11:00,7.0,35.0,13365.87,0.0,0.0285714285714285,472.0,0.1025641025641025,3,Diverse Basket • Frequent
13970,2010-11-18 13:21:00,386.0,2.0,846.55,0.0,0.0,10.0,0.0,1,High Recency • High Frequency
13971,2011-11-21 12:06:00,19.0,14.0,4667.57,0.0714285714285714,0.0,184.0,0.2222222222222222,3,Diverse Basket • Frequent
13972,2011-09-30 11:54:00,71.0,2.0,190.25,0.5,0.0,15.0,0.0,4,Weekend Shoppers
13973,2011-02-25 15:21:00,287.0,1.0,264.7,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
13974,2011-10-21 14:41:00,49.0,2.0,677.72,0.0,0.0,43.0,0.5,5,High Returns
13975,2011-11-08 13:19:00,31.0,12.0,5358.84,0.0833333333333333,0.0,434.0,0.1428571428571428,3,Diverse Basket • Frequent
13976,2011-05-17 09:13:00,207.0,4.0,1192.36,0.0,0.0,49.0,0.0,1,High Recency • High Frequency
13977,2010-10-24 14:08:00,411.0,1.0,519.8100000000001,1.0,0.0,13.0,0.0,4,Weekend Shoppers
13978,2011-11-25 11:36:00,15.0,2.0,196.79,0.0,0.0,14.0,0.0,1,High Recency • High Frequency
13979,2011-09-27 13:32:00,73.0,7.0,3416.23,0.1428571428571428,0.0,356.0,0.3636363636363636,3,Diverse Basket • Frequent
13980,2011-10-10 13:34:00,60.0,5.0,799.92,0.4,0.0,57.0,0.4444444444444444,5,High Returns
13981,2010-10-20 10:03:00,416.0,1.0,331.14,0.0,0.0,22.0,0.5,5,High Returns
13982,2011-10-31 16:24:00,39.0,9.0,4445.59,0.0,0.0,123.0,0.3076923076923077,5,High Returns
13983,2011-11-10 11:06:00,30.0,21.0,7108.45,0.0952380952380952,0.0,238.0,0.3,3,Diverse Basket • Frequent
13984,2011-11-13 12:38:00,27.0,12.0,2048.6,0.1666666666666666,0.0,53.0,0.0769230769230769,1,High Recency • High Frequency
13985,2011-12-05 17:06:00,4.0,22.0,10020.86,0.0454545454545454,0.0,149.0,0.0833333333333333,3,Diverse Basket • Frequent
13986,2011-11-22 15:00:00,17.0,1.0,320.46,0.0,0.0,12.0,0.0,1,High Recency • High Frequency
13987,2010-11-25 10:20:00,380.0,2.0,682.54,0.0,0.0,46.0,0.0,1,High Recency • High Frequency
13988,2011-11-20 10:15:00,20.0,8.0,4757.799999999999,0.25,0.0,218.0,0.2727272727272727,3,Diverse Basket • Frequent
13989,2011-10-05 09:47:00,66.0,5.0,2026.06,0.0,0.0,61.0,0.0,1,High Recency • High Frequency
13990,2011-05-10 15:19:00,213.0,1.0,311.3,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
13991,2011-11-27 16:18:00,12.0,6.0,855.9699999999999,0.5,0.0,58.0,0.1428571428571428,4,Weekend Shoppers
13992,2011-11-09 15:23:00,30.0,3.0,219.5,0.0,0.0,10.0,0.0,1,High Recency • High Frequency
13993,2011-10-28 09:06:00,43.0,19.0,6775.71,0.1578947368421052,0.0,110.0,0.2083333333333333,3,Diverse Basket • Frequent
13994,2011-12-06 11:05:00,4.0,6.0,2313.14,0.0,0.0,122.0,0.0,1,High Recency • High Frequency
13995,2011-11-24 14:22:00,15.0,14.0,3902.01,0.0714285714285714,0.0,146.0,0.2222222222222222,3,Diverse Basket • Frequent
13996,2010-11-18 16:27:00,386.0,2.0,895.76,0.0,0.0,29.0,0.0,1,High Recency • High Frequency
13997,2010-07-08 18:06:00,519.0,3.0,382.31,0.0,0.0,36.0,0.0,1,High Recency • High Frequency
13998,2010-09-19 10:20:00,447.0,3.0,566.7,0.3333333333333333,0.0,30.0,0.0,1,High Recency • High Frequency
13999,2011-11-29 13:40:00,10.0,29.0,9502.26,0.0689655172413793,0.0,174.0,0.1944444444444444,3,Diverse Basket • Frequent
14000,2011-05-12 16:50:00,211.0,5.0,2046.34,0.0,0.0,28.0,0.375,5,High Returns
14001,2011-10-25 10:31:00,46.0,9.0,4530.09,0.0,0.0,60.0,0.1,1,High Recency • High Frequency
14002,2011-07-28 15:55:00,134.0,2.0,529.73,0.0,0.0,47.0,0.0,1,High Recency • High Frequency
14003,2009-12-07 08:53:00,733.0,1.0,209.41,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
14004,2011-10-27 14:40:00,43.0,11.0,6258.45,0.0909090909090909,0.0,127.0,0.0,1,High Recency • High Frequency
14005,2011-11-30 12:41:00,10.0,5.0,2874.7200000000003,0.4,0.0,53.0,0.0,1,High Recency • High Frequency
14006,2011-08-16 09:39:00,116.0,7.0,2196.67,0.0,0.0,55.0,0.0,1,High Recency • High Frequency
14007,2010-07-15 09:06:00,513.0,1.0,79.48,0.0,0.0,5.0,0.0,1,High Recency • High Frequency
14008,2010-10-03 13:09:00,432.0,1.0,509.04,1.0,0.0,32.0,0.5,4,Weekend Shoppers
14009,2011-05-25 15:47:00,198.0,3.0,1099.91,0.0,0.0,71.0,0.25,5,High Returns
14010,2010-05-23 13:00:00,565.0,2.0,445.15,1.0,0.0,20.0,0.3333333333333333,4,Weekend Shoppers
14011,2010-08-16 15:31:00,480.0,2.0,457.82,0.5,0.0,32.0,0.3333333333333333,4,Weekend Shoppers
14012,2011-03-07 12:26:00,278.0,1.0,328.8,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
14013,2011-08-21 15:01:00,110.0,5.0,1084.57,0.4,0.0,56.0,0.1666666666666666,1,High Recency • High Frequency
14014,2011-09-23 13:18:00,77.0,3.0,1948.21,0.3333333333333333,0.0,76.0,0.0,1,High Recency • High Frequency
14015,2011-10-18 10:02:00,53.0,1.0,917.34,0.0,0.0,20.0,0.0,1,High Recency • High Frequency
14016,2011-07-01 11:29:00,162.0,11.0,11403.41,0.0909090909090909,0.0,354.0,0.1538461538461538,3,Diverse Basket • Frequent
14017,2010-05-17 14:52:00,571.0,1.0,229.75,0.0,0.0,14.0,0.0,1,High Recency • High Frequency
14018,2010-03-04 14:23:00,645.0,1.0,367.15,0.0,0.0,13.0,0.0,1,High Recency • High Frequency
14019,2011-10-24 10:13:00,47.0,3.0,1421.61,0.3333333333333333,0.0,37.0,0.25,5,High Returns
14020,2011-11-23 09:22:00,17.0,4.0,1249.01,0.0,0.0,63.0,0.2,5,High Returns
14021,2011-07-07 15:46:00,155.0,7.0,1716.5800000000002,0.0,0.0,84.0,0.0,1,High Recency • High Frequency
14022,2011-04-28 14:39:00,225.0,2.0,792.1500000000001,0.0,0.0,45.0,0.0,1,High Recency • High Frequency
14023,2011-12-02 13:58:00,7.0,2.0,584.0699999999999,0.5,0.0,30.0,0.0,4,Weekend Shoppers
14024,2011-08-10 11:30:00,122.0,3.0,645.74,0.6666666666666666,0.0,33.0,0.0,4,Weekend Shoppers
14025,2010-09-01 10:11:00,465.0,8.0,4057.9,0.0,0.0,60.0,0.2,1,High Recency • High Frequency
14026,2010-08-26 10:31:00,471.0,2.0,713.11,0.0,0.0,43.0,0.0,1,High Recency • High Frequency
14027,2011-10-10 09:01:00,61.0,1.0,104.82,0.0,0.0,6.0,0.0,1,High Recency • High Frequency
14028,2010-06-07 13:33:00,550.0,3.0,10396.5,0.0,0.0,3.0,0.4,5,High Returns
14029,2011-10-07 14:46:00,63.0,2.0,467.66,0.0,0.0,15.0,0.0,1,High Recency • High Frequency
14030,2011-11-21 16:48:00,18.0,20.0,8262.289999999999,0.2,0.0,591.0,0.0909090909090909,3,Diverse Basket • Frequent
